qid,pipeline,question,ground_truth_answer,generated_answer,context,retrieved_doc_contents,tool_used,latency_s,latency_cached_s
172,ablation_no_qe,Ngành Robot và trí tuệ nhân tạo (CTĐT Tiếng Việt) năm 2024 lấy bao nhiêu điểm?,Điểm chuẩn ngành Robot và trí tuệ nhân tạo (CTĐT Tiếng Việt) năm 2024 là 25.66 điểm.,"| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510209V | Robot và trí tuệ nhân tạo (CTĐT Tiếng Việt) | 2024 | 25.66 | KHOA CƠ KHÍ CHẾ TẠO MÁY |","[""   ma_nganh                                    ten_nganh   nam   diem                     khoa\n0  7510209V  Robot và trí tuệ nhân tạo (CTĐT Tiếng Việt)  2024  25.66  KHOA CƠ KHÍ CHẾ TẠO MÁY""]",[],text2sql,17.978,0.201
173,ablation_no_qe,Cho tôi hỏi điểm chuẩn ngành Công nghệ kỹ thuật môi trường (CTĐT Tiếng Việt) năm 2022?,"Theo dữ liệu tuyển sinh, ngành Công nghệ kỹ thuật môi trường (CTĐT Tiếng Việt) năm 2022 lấy 17 điểm.","| ma_nganh  | ten_nganh                                              | nam  | diem | khoa                                         |
|-----------|--------------------------------------------------------|------|------|----------------------------------------------|
| 7510406V  | Công nghệ kỹ thuật môi trường (CTĐT Tiếng Việt)        | 2022 | 17.0 | KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM |","[""   ma_nganh                                        ten_nganh   nam  diem                                 khoa\n0  7510406V  Công nghệ kỹ thuật môi trường (CTĐT Tiếng Việt)  2022  17.0  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM""]",[],text2sql,17.258,0.202
174,ablation_no_qe,"Năm 2023, ngành Hệ thống kỹ thuật công trình xây dựng (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Điểm chuẩn ngành Hệ thống kỹ thuật công trình xây dựng (CTĐT Tiếng Việt) năm 2023 là 21 điểm.,"| ma_nganh | ten_nganh | diem |
|---|---|---|
| 7510106V | Hệ thống kỹ thuật công trình xây dựng (CTĐT Tiếng Việt) | 21.0 |","[""   ma_nganh                                                ten_nganh  diem\n0  7510106V  Hệ thống kỹ thuật công trình xây dựng (CTĐT Tiếng Việt)  21.0""]",[],text2sql,13.377,0.204
175,ablation_no_qe,Ngành Kỹ thuật dữ liệu (CTĐT Tiếng Việt) năm 2024 lấy bao nhiêu điểm?,"Theo thông tin tuyển sinh, ngành Kỹ thuật dữ liệu (CTĐT Tiếng Việt) năm 2024 lấy 24.05 điểm.","| ten_nganh | diem |
|---|---|
| Kỹ thuật dữ liệu (CTĐT Tiếng Việt) | 24.05 |","[""   ma_nganh                           ten_nganh   diem                      khoa\n0  7480203V  Kỹ thuật dữ liệu (CTĐT Tiếng Việt)  24.05  KHOA CÔNG NGHỆ THÔNG TIN""]",[],text2sql,15.488,0.198
176,ablation_no_qe,Điểm chuẩn ngành Công nghệ vật liệu (CTĐT Tiếng Việt) năm 2024 là bao nhiêu?,Ngành Công nghệ vật liệu (CTĐT Tiếng Việt) năm 2024 có điểm trúng tuyển là 23.33 điểm.,"| ma_nganh | ten_nganh | nam | diem |
|---|---|---:|---:|
| 7510402V | Công nghệ vật liệu (CTĐT Tiếng Việt) | 2024 | 23.33 |","[""   ma_nganh                             ten_nganh   nam   diem\n0  7510402V  Công nghệ vật liệu (CTĐT Tiếng Việt)  2024  23.33""]",[],text2sql,12.296,0.207
177,ablation_no_qe,"Năm 2022, ngành Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Ngành Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Việt) trong kỳ tuyển sinh năm 2022 lấy 23.75 điểm.,"| ten_nganh | nam | diem |
|---|---:|---:|
| Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Việt) | 2022 | 23.75 |","[""   ma_nganh                                        ten_nganh   nam   diem\n0  7510203V  Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Việt)  2022  23.75\n1  7510203A   Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Anh)  2022  22.10""]",[],text2sql,17.092,0.215
178,ablation_no_qe,"Ngành Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Anh) năm 2022 lấy bao nhiêu điểm?","Điểm trúng tuyển ngành Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Anh) năm 2022 là 22.25 điểm.","| diem |
|------|
| 22.25 |","[""    diem\n0  22.25""]",[],text2sql,15.885,0.211
179,ablation_no_qe,Cho tôi hỏi điểm chuẩn ngành Thiết kế thời trang (CTĐT Tiếng Việt) năm 2022?,"Theo bảng điểm chuẩn, ngành Thiết kế thời trang (CTĐT Tiếng Việt) năm 2022 là 21.6 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7210404V | Thiết kế thời trang (CTĐT Tiếng Việt) | 2022 | 21.6 | KHOA THỜI TRANG VÀ DU LỊCH |","[""   ma_nganh                              ten_nganh   nam  diem                        khoa\n0  7210404V  Thiết kế thời trang (CTĐT Tiếng Việt)  2022  21.6  KHOA THỜI TRANG VÀ DU LỊCH""]",[],text2sql,14.196,0.209
180,ablation_no_qe,"Năm 2023, ngành Quản lý và vận hành hạ tầng (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Điểm trúng tuyển ngành Quản lý và vận hành hạ tầng (CTĐT Tiếng Việt) năm 2023 là 19.85 điểm.,"| ma_nganh | ten_nganh | diem |
|---|---|---|
| 7840110V | Quản lý và vận hành hạ tầng (CTĐT Tiếng Việt) | 19.85 |","[""   ma_nganh                                      ten_nganh   diem\n0  7840110V  Quản lý và vận hành hạ tầng (CTĐT Tiếng Việt)  19.85""]",[],text2sql,14.523,0.206
181,ablation_no_qe,Ngành Quản lý công nghiệp (CTĐT Tiếng Việt) năm 2024 lấy bao nhiêu điểm?,"Theo dữ liệu, điểm chuẩn ngành Quản lý công nghiệp (CTĐT Tiếng Việt) năm 2024 là 24.2 điểm.","| ma_nganh | ten_nganh | diem |
|---|---|---|
| 7510601V | Quản lý công nghiệp (CTĐT Tiếng Việt) | 24.2 |","[""   ma_nganh                              ten_nganh  diem\n0  7510601V  Quản lý công nghiệp (CTĐT Tiếng Việt)  24.2""]",[],text2sql,15.868,0.217
182,ablation_no_qe,Điểm chuẩn ngành Công nghệ kỹ thuật ô tô (CTĐT Tiếng Việt) năm 2022 là bao nhiêu?,Ngành Công nghệ kỹ thuật ô tô (CTĐT Tiếng Việt) năm 2022 có điểm chuẩn là 25.35 điểm.,"| ten_nganh | nam | diem |
| --- | --- | --- |
| Công nghệ kỹ thuật ô tô (CTĐT Tiếng Việt) | 2022 | 25.35 |","[""   ma_nganh                                  ten_nganh   nam   diem\n0  7510205V  Công nghệ kỹ thuật ô tô (CTĐT Tiếng Việt)  2022  25.35""]",[],text2sql,15.599,0.218
183,ablation_no_qe,"Năm 2024, ngành Công nghệ kỹ thuật điện, điện tử (CTĐT Tiếng Anh) lấy bao nhiêu điểm?","Điểm trúng tuyển ngành Công nghệ kỹ thuật điện, điện tử (CTĐT Tiếng Anh) năm 2024 là 24.5 điểm.","|ma_nganh|ten_nganh|nam|diem|khoa|
|---|---|---:|---:|---|
|7510301A|Công nghệ kỹ thuật điện, điện tử (CTĐT Tiếng Anh)|2024|24.5|KHOA ĐIỆN - ĐIỆN TỬ|","[""   ma_nganh                                          ten_nganh   nam  diem                 khoa\n0  7510301A  Công nghệ kỹ thuật điện, điện tử (CTĐT Tiếng Anh)  2024  24.5  KHOA ĐIỆN - ĐIỆN TỬ""]",[],text2sql,13.515,0.221
184,ablation_no_qe,Ngành Quản lý xây dựng (CTĐT Tiếng Việt) năm 2024 lấy bao nhiêu điểm?,"Theo bảng điểm, điểm chuẩn ngành Quản lý xây dựng (CTĐT Tiếng Việt) năm 2024 là 22.17 điểm.","| ma_nganh | ten_nganh | nam | diem |
|---|---|---:|---:|
| 7580302V | Quản lý xây dựng (CTĐT Tiếng Việt) | 2024 | 22.17 |","[""   ma_nganh                           ten_nganh   nam   diem\n0  7580302V  Quản lý xây dựng (CTĐT Tiếng Việt)  2024  22.17""]",[],text2sql,17.496,0.219
185,ablation_no_qe,Cho tôi hỏi điểm chuẩn ngành Công nghệ thực phẩm (CTĐT Tiếng Anh) năm 2022?,Điểm chuẩn ngành Công nghệ thực phẩm (CTĐT Tiếng Anh) năm 2022 là 17.5 điểm.,"| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7540101A | Công nghệ thực phẩm (CTĐT Tiếng Anh) | 2022 | 17.5 | KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM |","[""   ma_nganh                             ten_nganh   nam  diem                                 khoa\n0  7540101A  Công nghệ thực phẩm (CTĐT Tiếng Anh)  2022  17.5  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM""]",[],text2sql,15.935,0.223
186,ablation_no_qe,"Năm 2023, ngành Công nghệ kỹ thuật cơ khí (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Ngành Công nghệ kỹ thuật cơ khí (CTĐT Tiếng Việt) năm 2023 lấy 25.1 điểm.,"| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510201V | Công nghệ kỹ thuật cơ khí (CTĐT Tiếng Việt) | 2023 | 25.1 | KHOA CƠ KHÍ CHẾ TẠO MÁY |","[""   ma_nganh                                    ten_nganh   nam  diem                     khoa\n0  7510201V  Công nghệ kỹ thuật cơ khí (CTĐT Tiếng Việt)  2023  25.1  KHOA CƠ KHÍ CHẾ TẠO MÁY""]",[],text2sql,18.238,0.204
187,ablation_no_qe,Ngành Công nghệ kỹ thuật nhiệt (CTĐT Tiếng Anh) năm 2023 lấy bao nhiêu điểm?,"Theo dữ liệu, điểm trúng tuyển ngành Công nghệ kỹ thuật nhiệt (CTĐT Tiếng Anh) năm 2023 là 23.75 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510206A | Công nghệ kỹ thuật nhiệt (CTĐT Tiếng Anh) | 2023 | 23.75 | KHOA CƠ KHÍ ĐỘNG LỰC |","[""   ma_nganh                                  ten_nganh   nam   diem                  khoa\n0  7510206A  Công nghệ kỹ thuật nhiệt (CTĐT Tiếng Anh)  2023  23.75  KHOA CƠ KHÍ ĐỘNG LỰC""]",[],text2sql,16.397,0.201
188,ablation_no_qe,Điểm chuẩn ngành Công nghệ kỹ thuật máy tính (CTĐT Tiếng Việt) năm 2024 là bao nhiêu?,Ngành Công nghệ kỹ thuật máy tính (CTĐT Tiếng Việt) năm 2024 có điểm trúng tuyển là 25.5 điểm.,"| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7480108V | Công nghệ kỹ thuật máy tính (CTĐT Tiếng Việt) | 2024 | 25.5 | KHOA ĐIỆN - ĐIỆN TỬ |","[""   ma_nganh                                      ten_nganh   nam  diem                 khoa\n0  7480108V  Công nghệ kỹ thuật máy tính (CTĐT Tiếng Việt)  2024  25.5  KHOA ĐIỆN - ĐIỆN TỬ""]",[],text2sql,12.696,0.209
189,ablation_no_qe,"Năm 2022, ngành Công nghệ kỹ thuật hóa học (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Điểm chuẩn ngành Công nghệ kỹ thuật hóa học (CTĐT Tiếng Việt) năm 2022 là 23.1 điểm.,"| ma_nganh | ten_nganh | nam | diem |
| --- | --- | --- | --- |
| 7510401V | Công nghệ kỹ thuật hóa học (CTĐT Tiếng Việt) | 2022 | 23.1 |","[""   ma_nganh                                     ten_nganh   nam  diem\n0  7510401V  Công nghệ kỹ thuật hóa học (CTĐT Tiếng Việt)  2022  23.1""]",[],text2sql,12.226,0.209
190,ablation_no_qe,Ngành Công nghệ thông tin (CTĐT Tiếng Việt) năm 2023 lấy bao nhiêu điểm?,"Trong năm 2023, ngành Công nghệ thông tin (CTĐT Tiếng Việt) lấy mức điểm là 26.64 điểm.","| ten_nganh | nam | diem |
|---|---:|---:|
| Công nghệ thông tin (CTĐT Tiếng Việt) | 2023 | 26.64 |","[""   ma_nganh                              ten_nganh   nam   diem\n0  7480201V  Công nghệ thông tin (CTĐT Tiếng Việt)  2023  26.64""]",[],text2sql,23.645,0.242
191,ablation_no_qe,Cho tôi hỏi điểm chuẩn ngành Công nghệ chế tạo máy (CTĐT Tiếng Việt) năm 2022?,Ngành Công nghệ chế tạo máy (CTĐT Tiếng Việt) năm 2022 có điểm chuẩn là 23 điểm.,"| ma_nganh | ten_nganh | nam | diem |
|---|---|---:|---:|
| 7510202V | Công nghệ chế tạo máy (CTĐT Tiếng Việt) | 2022 | 23.00 |","[""   ma_nganh                                 ten_nganh   nam   diem\n0  7510202V   Công nghệ chế tạo máy (CTĐT Tiếng Việt)  2022  23.00\n1  7510202A    Công nghệ chế tạo máy (CTĐT Tiếng Anh)  2022  21.30\n2  7510202N  Công nghệ chế tạo máy (CTĐT Việt - Nhật)  2022  19.05""]",[],text2sql,13.934,0.209
192,ablation_no_qe,"Năm 2024, ngành Công nghệ kỹ thuật điện, điện tử (CTĐT Tiếng Việt) lấy bao nhiêu điểm?","Điểm chuẩn ngành Công nghệ kỹ thuật điện, điện tử (CTĐT Tiếng Việt) năm 2024 là 25.12 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510301V | Công nghệ kỹ thuật điện, điện tử (CTĐT Tiếng Việt) | 2024 | 25.12 | KHOA ĐIỆN - ĐIỆN TỬ |","[""   ma_nganh                                           ten_nganh   nam   diem                 khoa\n0  7510301V  Công nghệ kỹ thuật điện, điện tử (CTĐT Tiếng Việt)  2024  25.12  KHOA ĐIỆN - ĐIỆN TỬ\n1  7510301A   Công nghệ kỹ thuật điện, điện tử (CTĐT Tiếng Anh)  2024  24.50  KHOA ĐIỆN - ĐIỆN TỬ""]",[],text2sql,15.195,0.21
193,ablation_no_qe,Ngành Thương mại điện tử (CTĐT Tiếng Việt) năm 2024 lấy bao nhiêu điểm?,"Theo dữ liệu tuyển sinh, ngành Thương mại điện tử (CTĐT Tiếng Việt) năm 2024 lấy 23 điểm.","| ma_nganh | ten_nganh | diem | nam | khoa |
|---|---|---:|---:|---|
| 7340122V | Thương mại điện tử (CTĐT Tiếng Việt) | 23.0 | 2024 | KHOA KINH TẾ |","[""   ma_nganh                             ten_nganh  diem   nam          khoa\n0  7340122V  Thương mại điện tử (CTĐT Tiếng Việt)  23.0  2024  KHOA KINH TẾ""]",[],text2sql,13.246,0.225
194,ablation_no_qe,Điểm chuẩn ngành Công nghệ kỹ thuật ô tô (CTĐT Tiếng Anh) năm 2022 là bao nhiêu?,Ngành Công nghệ kỹ thuật ô tô (CTĐT Tiếng Anh) năm 2022 lấy điểm trúng tuyển là 23.25 điểm.,"| nam | ma_nganh | ten_nganh | diem |
|---:|---|---|---:|
| 2022 | 7510205A | Công nghệ kỹ thuật ô tô (CTĐT Tiếng Anh) | 23.25 |","[""    nam  ma_nganh                                 ten_nganh   diem\n0  2022  7510205A  Công nghệ kỹ thuật ô tô (CTĐT Tiếng Anh)  23.25""]",[],text2sql,13.587,0.217
195,ablation_no_qe,"Năm 2023, ngành Robot và trí tuệ nhân tạo (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Điểm trúng tuyển ngành Robot và trí tuệ nhân tạo (CTĐT Tiếng Việt) năm 2023 là 26 điểm.,"| ma_nganh | ten_nganh | diem |
|---|---|---|
| 7510209V | Robot và trí tuệ nhân tạo (CTĐT Tiếng Việt) | 26.0 |","[""   ma_nganh                                    ten_nganh  diem\n0  7510209V  Robot và trí tuệ nhân tạo (CTĐT Tiếng Việt)  26.0""]",[],text2sql,16.676,0.211
196,ablation_no_qe,Ngành Công nghệ kỹ thuật ô tô (CTĐT Tiếng Việt) năm 2024 lấy bao nhiêu điểm?,"Theo bảng điểm chuẩn, ngành Công nghệ kỹ thuật ô tô (CTĐT Tiếng Việt) năm 2024 là 25.39 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510205V | Công nghệ kỹ thuật ô tô (CTĐT Tiếng Việt) | 2024 | 25.39 | KHOA CƠ KHÍ ĐỘNG LỰC |","[""   ma_nganh                                   ten_nganh   nam   diem                  khoa\n0  7510205V   Công nghệ kỹ thuật ô tô (CTĐT Tiếng Việt)  2024  25.39  KHOA CƠ KHÍ ĐỘNG LỰC\n1  7510205A    Công nghệ kỹ thuật ô tô (CTĐT Tiếng Anh)  2024  24.75  KHOA CƠ KHÍ ĐỘNG LỰC\n2  7510205N  Công nghệ kỹ thuật ô tô (CTĐT Việt - Nhật)  2024  25.00  KHOA CƠ KHÍ ĐỘNG LỰC""]",[],text2sql,14.076,0.216
197,ablation_no_qe,Cho tôi hỏi điểm chuẩn ngành Kiến trúc (CTĐT Tiếng Việt) năm 2022?,Điểm trúng tuyển ngành Kiến trúc (CTĐT Tiếng Việt) năm 2022 là 22 điểm.,"| ma_nganh | ten_nganh | diem | khoa |
|---|---|---:|---|
| 7580101V | Kiến trúc (CTĐT Tiếng Việt) | 22.0 | KHOA XÂY DỰNG |","[""   ma_nganh                               ten_nganh  diem           khoa\n0  7580101V             Kiến trúc (CTĐT Tiếng Việt)  22.0  KHOA XÂY DỰNG\n1  7580103V  Kiến trúc nội thất (CTĐT Tiếng Việt)  21.5  KHOA XÂY DỰNG""]",[],text2sql,16.808,0.201
198,ablation_no_qe,"Năm 2024, ngành Kinh doanh Quốc tế (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Ngành Kinh doanh Quốc tế (CTĐT Tiếng Việt) năm 2024 lấy mức điểm chuẩn là 22.75 điểm.,"| ma_nganh | ten_nganh | nam | diem |
|---|---|---:|---:|
| 7340120V | Kinh doanh Quốc tế (CTĐT Tiếng Việt) | 2024 | 22.75 |","[""   ma_nganh                             ten_nganh   nam   diem\n0  7340120V  Kinh doanh Quốc tế (CTĐT Tiếng Việt)  2024  22.75""]",[],text2sql,12.801,0.209
199,ablation_no_qe,Điểm chuẩn ngành Công nghệ thực phẩm (CTĐT Tiếng Việt) năm 2022 là bao nhiêu?,"Theo dữ liệu, điểm trúng tuyển ngành Công nghệ thực phẩm (CTĐT Tiếng Việt) năm 2022 là 20.1 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
| --- | --- | ---: | ---: | --- |
| 7540101V | Công nghệ thực phẩm (CTĐT Tiếng Việt) | 2022 | 20.1 | KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM |","[""   ma_nganh                              ten_nganh   nam  diem                                 khoa\n0  7540101V  Công nghệ thực phẩm (CTĐT Tiếng Việt)  2022  20.1  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM\n1  7540101A   Công nghệ thực phẩm (CTĐT Tiếng Anh)  2022  17.5  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM""]",[],text2sql,12.607,0.334
0,ablation_no_text2sql,Cho tôi hỏi điểm trúng tuyển của ngành Sư phạm tiếng Anh (đào tạo bằng tiếng Việt) năm 2025 là bao nhiêu?,"Theo dữ liệu tuyển sinh, điểm trúng tuyển ngành Sư phạm tiếng Anh (đào tạo bằng tiếng Việt) năm 2025 là 29.57 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,18.585,0.318
1,ablation_no_text2sql,Điểm chuẩn ngành Công nghệ Kỹ thuật ô tô (đào tạo bằng tiếng Việt) năm 2025 được quy định là bao nhiêu?,"Theo nguồn tin, điểm chuẩn của ngành Công nghệ Kỹ thuật ô tô (đào tạo bằng tiếng Việt) năm 2025 là 25.65 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,12.691,0.214
2,ablation_no_text2sql,"Năm 2024, ngành Công nghệ thông tin (CTĐT Tiếng Việt) lấy bao nhiêu điểm?","Trong năm 2024, điểm trúng tuyển của ngành Công nghệ thông tin (CTĐT Tiếng Việt) là 25.97 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,18.096,0.213
3,ablation_no_text2sql,Xin cho biết điểm chuẩn ngành Robot và trí tuệ nhân tạo (đào tạo bằng tiếng Việt) năm 2025?,Điểm trúng tuyển vào ngành Robot và trí tuệ nhân tạo (đào tạo bằng tiếng Việt) trong năm 2025 là 27.5 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,16.737,0.442
